iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_vaccinations,new_vaccinations,population
USA,North America,United States,2020-02-26,52,4,,0,,,338289856
USA,North America,United States,2020-02-27,56,4,,0,,,338289856
USA,North America,United States,2020-02-28,64,8,,0,,,338289856
USA,North America,United States,2020-02-29,69,5,1,1,,,338289856
USA,North America,United States,2020-03-01,73,4,1,0,,,338289856
USA,North America,United States,2020-03-02,82,9,2,1,,,338289856
USA,North America,United States,2020-03-03,100,18,2,0,,,338289856
USA,North America,United States,2020-03-04,135,35,8,6,,,338289856
USA,North America,United States,2020-03-05,186,51,11,3,,,338289856
USA,North America,United States,2020-03-06,256,70,13,2,,,338289856
USA,North America,United States,2020-03-07,334,78,16,3,,,338289856
USA,North America,United States,2020-03-08,464,130,19,3,,,338289856
USA,North America,United States,2020-03-09,610,146,24,5,,,338289856
USA,North America,United States,2020-03-10,822,212,28,4,,,338289856
USA,North America,United States,2020-03-11,1212,390,32,4,,,338289856
USA,North America,United States,2020-03-12,1709,497,39,7,,,338289856
USA,North America,United States,2020-03-13,2234,525,51,12,,,338289856
USA,North America,United States,2020-03-14,2961,727,58,7,,,338289856
USA,North America,United States,2020-03-15,3929,968,69,11,,,338289856
USA,North America,United States,2020-03-16,5148,1219,82,13,,,338289856
USA,North America,United States,2020-03-17,7283,2135,100,18,,,338289856
USA,North America,United States,2020-03-18,9652,2369,121,21,,,338289856
USA,North America,United States,2020-03-19,12881,3229,149,28,,,338289856
USA,North America,United States,2020-03-20,17743,4862,213,64,,,338289856
USA,North America,United States,2020-03-21,23856,6113,282,69,,,338289856
USA,North America,United States,2020-03-22,31415,7559,374,92,,,338289856
USA,North America,United States,2020-03-23,40525,9110,486,112,,,338289856
USA,North America,United States,2020-03-24,51290,10765,604,118,,,338289856
USA,North America,United States,2020-03-25,62044,10754,768,164,,,338289856
USA,North America,United States,2020-03-26,73376,11332,977,209,,,338289856
USA,North America,United States,2020-03-27,87491,14115,1278,301,,,338289856
USA,North America,United States,2020-03-28,105965,18474,1619,341,,,338289856
USA,North America,United States,2020-03-29,126309,20344,2106,487,,,338289856
USA,North America,United States,2020-03-30,146982,20673,2662,556,,,338289856
USA,North America,United States,2020-03-31,173143,26161,3327,665,,,338289856
USA,North America,United States,2020-04-01,188679,15536,3958,631,,,338289856
USA,North America,United States,2020-04-02,211939,23260,4940,982,,,338289856
USA,North America,United States,2020-04-03,240613,28674,6061,1121,,,338289856
USA,North America,United States,2020-04-04,270403,29790,7372,1311,,,338289856
USA,North America,United States,2020-04-05,302460,32057,8748,1376,,,338289856
USA,North America,United States,2020-04-06,334594,32134,10288,1540,,,338289856
USA,North America,United States,2020-04-07,361578,26984,12161,1873,,,338289856
USA,North America,United States,2020-04-08,390207,28629,13852,1691,,,338289856
USA,North America,United States,2020-04-09,419562,29355,15945,2093,,,338289856
USA,North America,United States,2020-04-10,453710,34148,18166,2221,,,338289856
USA,North America,United States,2020-04-11,488453,34743,20396,2230,,,338289856
USA,North America,United States,2020-04-12,521632,33179,22637,2241,,,338289856
USA,North America,United States,2020-04-13,553167,31535,24829,2192,,,338289856
USA,North America,United States,2020-04-14,580261,27094,26686,1857,,,338289856
USA,North America,United States,2020-04-15,605505,25244,28591,1905,,,338289856
USA,North America,United States,2020-04-16,630764,25259,31023,2432,,,338289856
USA,North America,United States,2020-04-17,655972,25208,33754,2731,,,338289856
USA,North America,United States,2020-04-18,687466,31494,36199,2445,,,338289856
USA,North America,United States,2020-04-19,717782,30316,38535,2336,,,338289856
USA,North America,United States,2020-04-20,746063,28281,40383,1848,,,338289856
USA,North America,United States,2020-04-21,772133,26070,42376,1993,,,338289856
USA,North America,United States,2020-04-22,798561,26428,44453,2077,,,338289856
USA,North America,United States,2020-04-23,824488,25927,47126,2673,,,338289856
USA,North America,United States,2020-04-24,854958,30470,49347,2221,,,338289856
USA,North America,United States,2020-04-25,888169,33211,51331,1984,,,338289856
USA,North America,United States,2020-04-26,922947,34778,53434,2103,,,338289856
USA,North America,United States,2020-04-27,956550,33603,55326,1892,,,338289856
USA,North America,United States,2020-04-28,982613,26063,56861,1535,,,338289856
USA,North America,United States,2020-04-29,1006371,23758,58350,1489,,,338289856
USA,North America,United States,2020-04-30,1030306,23935,60461,2111,,,338289856
USA,North America,United States,2020-05-01,1057080,26774,62878,2417,,,338289856
USA,North America,United States,2020-05-02,1088301,31221,65116,2238,,,338289856
USA,North America,United States,2020-05-03,1121383,33082,67069,1953,,,338289856
USA,North America,United States,2020-05-04,1149675,28292,68678,1609,,,338289856
USA,North America,United States,2020-05-05,1175602,25927,70090,1412,,,338289856
USA,North America,United States,2020-05-06,1197926,22324,71361,1271,,,338289856
USA,North America,United States,2020-05-07,1220804,22878,73795,2434,,,338289856
USA,North America,United States,2020-05-08,1246244,25440,76136,2341,,,338289856
USA,North America,United States,2020-05-09,1274796,28552,78169,2033,,,338289856
USA,North America,United States,2020-05-10,1303629,28833,79827,1658,,,338289856
USA,North America,United States,2020-05-11,1329546,25917,81318,1491,,,338289856
USA,North America,United States,2020-05-12,1350202,20656,82391,1073,,,338289856
USA,North America,United States,2020-05-13,1370152,19950,83425,1034,,,338289856
USA,North America,United States,2020-05-14,1394054,23902,84958,1533,,,338289856
USA,North America,United States,2020-05-15,1411390,17336,86465,1507,,,338289856
USA,North America,United States,2020-05-16,1446033,34643,88408,1943,,,338289856
USA,North America,United States,2020-05-17,1472661,26628,89957,1549,,,338289856
USA,North America,United States,2020-05-18,1498742,26081,91196,1239,,,338289856
USA,North America,United States,2020-05-19,1518659,19917,92123,927,,,338289856
USA,North America,United States,2020-05-20,1541403,22744,93069,946,,,338289856
USA,North America,United States,2020-05-21,1563326,21923,94248,1179,,,338289856
USA,North America,United States,2020-05-22,1586832,23506,95622,1374,,,338289856
USA,North America,United States,2020-05-23,1613023,26191,96705,1083,,,338289856
USA,North America,United States,2020-05-24,1638986,25963,98515,1810,,,338289856
USA,North America,United States,2020-05-25,1660451,21465,99452,937,,,338289856
USA,North America,United States,2020-05-26,1681102,20651,100240,788,,,338289856
USA,North America,United States,2020-05-27,1700481,19379,100927,687,,,338289856
USA,North America,United States,2020-05-28,1717991,17510,101738,811,,,338289856
USA,North America,United States,2020-05-29,1737499,19508,103023,1285,,,338289856
USA,North America,United States,2020-05-30,1761681,24182,104274,1251,,,338289856
USA,North America,United States,2020-05-31,1785422,23741,105325,1051,,,338289856
USA,North America,United States,2020-06-01,1809549,24127,106231,906,,,338289856
USA,North America,United States,2020-06-02,1831015,21466,106904,673,,,338289856
USA,North America,United States,2020-06-03,1848172,17157,107595,691,,,338289856
USA,North America,United States,2020-06-04,1869146,20974,108529,934,,,338289856
USA,North America,United States,2020-06-05,1889841,20695,109551,1022,,,338289856
USA,North America,United States,2020-06-06,1910711,20870,110436,885,,,338289856
USA,North America,United States,2020-06-07,1935202,24491,111312,876,,,338289856
USA,North America,United States,2020-06-08,1958487,23285,111981,669,,,338289856
USA,North America,United States,2020-06-09,1976942,18455,112574,593,,,338289856
USA,North America,United States,2020-06-10,1995093,18151,113350,776,,,338289856
USA,North America,United States,2020-06-11,2013674,18581,114177,827,,,338289856
USA,North America,United States,2020-06-12,2035855,22181,115059,882,,,338289856
USA,North America,United States,2020-06-13,2058745,22890,115947,888,,,338289856
USA,North America,United States,2020-06-14,2087078,28333,116682,735,,,338289856
USA,North America,United States,2020-06-15,2113512,26434,117367,685,,,338289856
USA,North America,United States,2020-06-16,2134290,20778,117856,489,,,338289856
USA,North America,United States,2020-06-17,2154881,20591,118381,525,,,338289856
USA,North America,United States,2020-06-18,2179658,24777,119055,674,,,338289856
USA,North America,United States,2020-06-19,2205474,25816,119739,684,,,338289856
USA,North America,United States,2020-06-20,2233994,28520,120382,643,,,338289856
USA,North America,United States,2020-06-21,2267099,33105,121137,755,,,338289856
USA,North America,United States,2020-06-22,2300566,33467,121713,576,,,338289856
USA,North America,United States,2020-06-23,2327911,27345,122126,413,,,338289856
USA,North America,United States,2020-06-24,2356609,28698,122541,415,,,338289856
USA,North America,United States,2020-06-25,2394496,37887,123287,746,,,338289856
USA,North America,United States,2020-06-26,2431816,37320,123979,692,,,338289856
USA,North America,United States,2020-06-27,2478837,47021,126512,2533,,,338289856
USA,North America,United States,2020-06-28,2525377,46540,127218,706,,,338289856
USA,North America,United States,2020-06-29,2569030,43653,127811,593,,,338289856
USA,North America,United States,2020-06-30,2606613,37583,128250,439,,,338289856
USA,North America,United States,2020-07-01,2645130,38517,128711,461,,,338289856
USA,North America,United States,2020-07-02,2692383,47253,129373,662,,,338289856
USA,North America,United States,2020-07-03,2751725,59342,130155,782,,,338289856
USA,North America,United States,2020-07-04,2807177,55452,130859,704,,,338289856
USA,North America,United States,2020-07-05,2867543,60366,131669,810,,,338289856
USA,North America,United States,2020-07-06,2916521,48978,132208,539,,,338289856
USA,North America,United States,2020-07-07,2956934,40413,132668,460,,,338289856
USA,North America,United States,2020-07-08,3007697,50763,133266,598,,,338289856
USA,North America,United States,2020-07-09,3064451,56754,134194,928,,,338289856
USA,North America,United States,2020-07-10,3129226,64775,135273,1079,,,338289856
USA,North America,United States,2020-07-11,3191169,61943,136234,961,,,338289856
USA,North America,United States,2020-07-12,3259748,68579,137198,964,,,338289856
USA,North America,United States,2020-07-13,3328010,68262,138087,889,,,338289856
USA,North America,United States,2020-07-14,3386690,58680,138927,840,,,338289856
USA,North America,United States,2020-07-15,3442977,56287,139658,731,,,338289856
USA,North America,United States,2020-07-16,3507493,64516,140572,914,,,338289856
USA,North America,United States,2020-07-17,3579882,72389,141694,1122,,,338289856
USA,North America,United States,2020-07-18,3649063,69181,142783,1089,,,338289856
USA,North America,United States,2020-07-19,3726015,76952,143864,1081,,,338289856
USA,North America,United States,2020-07-20,3793339,67324,144869,1005,,,338289856
USA,North America,United States,2020-07-21,3853351,60012,145801,932,,,338289856
USA,North America,United States,2020-07-22,3911870,58519,146668,867,,,338289856
USA,North America,United States,2020-07-23,3975206,63336,147861,1193,,,338289856
USA,North America,United States,2020-07-24,4047622,72416,149052,1191,,,338289856
USA,North America,United States,2020-07-25,4120764,73142,150306,1254,,,338289856
USA,North America,United States,2020-07-26,4193916,73152,151590,1284,,,338289856
USA,North America,United States,2020-07-27,4255512,61596,152738,1148,,,338289856
USA,North America,United States,2020-07-28,4313271,57759,153689,951,,,338289856
USA,North America,United States,2020-07-29,4367278,54007,154625,936,,,338289856
USA,North America,United States,2020-07-30,4425986,58708,155788,1163,,,338289856
USA,North America,United States,2020-07-31,4490841,64855,156967,1179,,,338289856
USA,North America,United States,2020-08-01,4556982,66141,158367,1400,,,338289856
USA,North America,United States,2020-08-02,4625166,68184,159736,1369,,,338289856
USA,North America,United States,2020-08-03,4681578,56412,160900,1164,,,338289856
USA,North America,United States,2020-08-04,4732427,50849,161822,922,,,338289856
USA,North America,United States,2020-08-05,4777756,45329,162675,853,,,338289856
USA,North America,United States,2020-08-06,4829812,52056,163747,1072,,,338289856
USA,North America,United States,2020-08-07,4885404,55592,165007,1260,,,338289856
USA,North America,United States,2020-08-08,4938569,53165,166218,1211,,,338289856
USA,North America,United States,2020-08-09,5001075,62506,167535,1317,,,338289856
USA,North America,United States,2020-08-10,5052754,51679,168578,1043,,,338289856
USA,North America,United States,2020-08-11,5099227,46473,169478,900,,,338289856
USA,North America,United States,2020-08-12,5142604,43377,170273,795,,,338289856
USA,North America,United States,2020-08-13,5201562,58958,171371,1098,,,338289856
USA,North America,United States,2020-08-14,5255954,54392,172697,1326,,,338289856
USA,North America,United States,2020-08-15,5307476,51522,173892,1195,,,338289856
USA,North America,United States,2020-08-16,5363737,56261,174939,1047,,,338289856
USA,North America,United States,2020-08-17,5414874,51137,175891,952,,,338289856
USA,North America,United States,2020-08-18,5456369,41495,176780,889,,,338289856
USA,North America,United States,2020-08-19,5497958,41589,177417,637,,,338289856
USA,North America,United States,2020-08-20,5539583,41625,178345,928,,,338289856
USA,North America,United States,2020-08-21,5586157,46574,179609,1264,,,338289856
USA,North America,United States,2020-08-22,5632344,46187,180609,1000,,,338289856
USA,North America,United States,2020-08-23,5679525,47181,181616,1007,,,338289856
USA,North America,United States,2020-08-24,5722075,42550,182622,1006,,,338289856
USA,North America,United States,2020-08-25,5758285,36210,183458,836,,,338289856
USA,North America,United States,2020-08-26,5794001,35716,184042,584,,,338289856
USA,North America,United States,2020-08-27,5834575,40574,184922,880,,,338289856
USA,North America,United States,2020-08-28,5881005,46430,185984,1062,,,338289856
USA,North America,United States,2020-08-29,5927925,46920,186924,940,,,338289856
USA,North America,United States,2020-08-30,5974471,46546,187959,1035,,,338289856
USA,North America,United States,2020-08-31,6015379,40908,188798,839,,,338289856
USA,North America,United States,2020-09-01,6052014,36635,189515,717,,,338289856
USA,North America,United States,2020-09-02,6090710,38696,190068,553,,,338289856
USA,North America,United States,2020-09-03,6129888,39178,190928,860,,,338289856
USA,North America,United States,2020-09-04,6173535,43647,191812,884,,,338289856
USA,North America,United States,2020-09-05,6218807,45272,192760,948,,,338289856
USA,North America,United States,2020-09-06,6269724,50917,193664,904,,,338289856
USA,North America,United States,2020-09-07,6310853,41129,194465,801,,,338289856
USA,North America,United States,2020-09-08,6345090,34237,195150,685,,,338289856
USA,North America,United States,2020-09-09,6369966,24876,195567,417,,,338289856
USA,North America,United States,2020-09-10,6398020,28054,196120,553,,,338289856
USA,North America,United States,2020-09-11,6432680,34660,196946,826,,,338289856
USA,North America,United States,2020-09-12,6471263,38583,197778,832,,,338289856
USA,North America,United States,2020-09-13,6515345,44082,198641,863,,,338289856
USA,North America,United States,2020-09-14,6555716,40371,199303,662,,,338289856
USA,North America,United States,2020-09-15,6588604,32888,200023,720,,,338289856
USA,North America,United States,2020-09-16,6622940,34336,200382,359,,,338289856
USA,North America,United States,2020-09-17,6659755,36815,201183,801,,,338289856
USA,North America,United States,2020-09-18,6703665,43910,202282,1099,,,338289856
USA,North America,United States,2020-09-19,6748195,44530,203014,732,,,338289856
USA,North America,United States,2020-09-20,6796322,48127,203817,803,,,338289856
USA,North America,United States,2020-09-21,6838503,42181,204491,674,,,338289856
USA,North America,United States,2020-09-22,6872953,34450,204975,484,,,338289856
USA,North America,United States,2020-09-23,6914351,41398,205512,537,,,338289856
USA,North America,United States,2020-09-24,6963879,49528,206172,660,,,338289856
USA,North America,United States,2020-09-25,7005520,41641,207075,903,,,338289856
USA,North America,United States,2020-09-26,7051481,45961,207815,740,,,338289856
USA,North America,United States,2020-09-27,7101096,49615,208593,778,,,338289856
USA,North America,United States,2020-09-28,7143131,42035,209257,664,,,338289856
USA,North America,United States,2020-09-29,7178682,35551,209759,502,,,338289856
USA,North America,United States,2020-09-30,7217084,38402,210159,400,,,338289856
USA,North America,United States,2020-10-01,7255965,38881,210954,795,,,338289856
USA,North America,United States,2020-10-02,7301885,45920,211640,686,,,338289856
USA,North America,United States,2020-10-03,7348509,46624,212373,733,,,338289856
USA,North America,United States,2020-10-04,7399444,50935,213280,907,,,338289856
USA,North America,United States,2020-10-05,7447171,47727,213845,565,,,338289856
USA,North America,United States,2020-10-06,7482945,35774,214443,598,,,338289856
USA,North America,United States,2020-10-07,7524547,41602,214951,508,,,338289856
USA,North America,United States,2020-10-08,7566201,41654,215586,635,,,338289856
USA,North America,United States,2020-10-09,7618795,52594,216368,782,,,338289856
USA,North America,United States,2020-10-10,7674899,56104,217103,735,,,338289856
USA,North America,United States,2020-10-11,7733693,58794,217895,792,,,338289856
USA,North America,United States,2020-10-12,7787909,54216,218576,681,,,338289856
USA,North America,United States,2020-10-13,7832332,44423,219149,573,,,338289856
USA,North America,United States,2020-10-14,7881476,49144,219646,497,,,338289856
USA,North America,United States,2020-10-15,7931973,50497,220298,652,,,338289856
USA,North America,United States,2020-10-16,7989202,57229,221119,821,,,338289856
USA,North America,United States,2020-10-17,8052248,63046,221816,697,,,338289856
USA,North America,United States,2020-10-18,8121327,69079,222696,880,,,338289856
USA,North America,United States,2020-10-19,8175875,54548,223389,693,,,338289856
USA,North America,United States,2020-10-20,8224762,48887,224122,733,,,338289856
USA,North America,United States,2020-10-21,8286124,61362,224734,612,,,338289856
USA,North America,United States,2020-10-22,8344865,58741,225525,791,,,338289856
USA,North America,United States,2020-10-23,8413522,68657,226584,1059,,,338289856
USA,North America,United States,2020-10-24,8488425,74903,227500,916,,,338289856
USA,North America,United States,2020-10-25,8570765,82340,228419,919,,,338289856
USA,North America,United States,2020-10-26,8646946,76181,229255,836,,,338289856
USA,North America,United States,2020-10-27,8712556,65610,229856,601,,,338289856
USA,North America,United States,2020-10-28,8782140,69584,230538,682,,,338289856
USA,North America,United States,2020-10-29,8857101,74961,231434,896,,,338289856
USA,North America,United States,2020-10-30,8941511,84410,232497,1063,,,338289856
USA,North America,United States,2020-10-31,9032641,91130,233607,1110,,,338289856
USA,North America,United States,2020-11-01,9130159,97518,234515,908,,,338289856
USA,North America,United States,2020-11-02,9222942,92783,235457,942,,,338289856
USA,North America,United States,2020-11-03,9364524,141582,236165,708,,,338289856
USA,North America,United States,2020-11-04,9451712,87188,236903,738,,,338289856
USA,North America,United States,2020-11-05,9550211,98499,237934,1031,,,338289856
USA,North America,United States,2020-11-06,9664086,113875,239232,1298,,,338289856
USA,North America,United States,2020-11-07,9786916,122830,240459,1227,,,338289856
USA,North America,United States,2020-11-08,9920253,133337,241719,1260,,,338289856
USA,North America,United States,2020-11-09,10050063,129810,242814,1095,,,338289856
USA,North America,United States,2020-11-10,10161711,111648,243696,882,,,338289856
USA,North America,United States,2020-11-11,10286198,124487,244626,930,,,338289856
USA,North America,United States,2020-11-12,10432149,145951,246300,1674,,,338289856
USA,North America,United States,2020-11-13,10585809,153660,247818,1518,,,338289856
USA,North America,United States,2020-11-14,10748109,162300,249165,1347,,,338289856
USA,North America,United States,2020-11-15,10925098,176989,250436,1271,,,338289856
USA,North America,United States,2020-11-16,11089337,164239,251908,1472,,,338289856
USA,North America,United States,2020-11-17,11226901,137564,252935,1027,,,338289856
USA,North America,United States,2020-11-18,11380275,153374,253953,1018,,,338289856
USA,North America,United States,2020-11-19,11547627,167352,255544,1591,,,338289856
USA,North America,United States,2020-11-20,11718531,170904,257377,1833,,,338289856
USA,North America,United States,2020-11-21,11907212,188681,259297,1920,,,338289856
USA,North America,United States,2020-11-22,12100581,193369,261256,1959,,,338289856
USA,North America,United States,2020-11-23,12274442,173861,262980,1724,,,338289856
USA,North America,United States,2020-11-24,12424225,149783,264283,1303,,,338289856
USA,North America,United States,2020-11-25,12584636,160411,265696,1413,,,338289856
USA,North America,United States,2020-11-26,12759819,175183,267585,1889,,,338289856
USA,North America,United States,2020-11-27,12953919,194100,269874,2289,,,338289856
USA,North America,United States,2020-11-28,13098948,145029,271548,1674,,,338289856
USA,North America,United States,2020-11-29,13262982,164034,273206,1658,,,338289856
USA,North America,United States,2020-11-30,13407557,144575,274712,1506,,,338289856
USA,North America,United States,2020-12-01,13548629,141072,275993,1281,,,338289856
USA,North America,United States,2020-12-02,13700534,151905,277539,1546,,,338289856
USA,North America,United States,2020-12-03,13893252,192718,279918,2379,,,338289856
USA,North America,United States,2020-12-04,14103326,210074,282674,2756,,,338289856
USA,North America,United States,2020-12-05,14320108,216782,285414,2740,,,338289856
USA,North America,United States,2020-12-06,14543914,223806,288007,2593,,,338289856
USA,North America,United States,2020-12-07,14749489,205575,290383,2376,,,338289856
USA,North America,United States,2020-12-08,14926398,176909,291971,1588,,,338289856
USA,North America,United States,2020-12-09,15109489,183091,293944,1973,,,338289856
USA,North America,United States,2020-12-10,15336471,226982,296505,2561,,,338289856
USA,North America,United States,2020-12-11,15557722,221251,299828,3323,,,338289856
USA,North America,United States,2020-12-12,15766557,208835,302533,2705,,,338289856
USA,North America,United States,2020-12-13,16012396,245839,305721,3188,45620,,338289856
USA,North America,United States,2020-12-14,16229549,217153,308161,2440,50468,4848,338289856
USA,North America,United States,2020-12-15,16410824,181275,310198,2037,98353,47885,338289856
USA,North America,United States,2020-12-16,16609028,198204,312153,1955,258504,160151,338289856
USA,North America,United States,2020-12-17,16807678,198650,314911,2758,533742,275238,338289856
USA,North America,United States,2020-12-18,17047944,240266,318300,3389,954790,421048,338289856
USA,North America,United States,2020-12-19,17294449,246505,321638,3338,1139003,184213,338289856
USA,North America,United States,2020-12-20,17530324,235875,324587,2949,1246202,107199,338289856
USA,North America,United States,2020-12-21,17732613,202289,327314,2727,1633303,387101,338289856
USA,North America,United States,2020-12-22,17919042,186429,329404,2090,2084575,451272,338289856
USA,North America,United States,2020-12-23,18102595,183553,331533,2129,2662880,578305,338289856
USA,North America,United States,2020-12-24,18300354,197759,334424,2891,2860781,197901,338289856
USA,North America,United States,2020-12-25,18526554,226200,337662,3238,2873624,12843,338289856
USA,North America,United States,2020-12-26,18729104,202550,340683,3021,3017158,143534,338289856
USA,North America,United States,2020-12-27,18890446,161342,342920,2237,3114027,96869,338289856
USA,North America,United States,2020-12-28,19037565,147119,344570,1650,3711556,597529,338289856
USA,North America,United States,2020-12-29,19191907,154342,346473,1903,4440692,729136,338289856
USA,North America,United States,2020-12-30,19368681,176774,348653,2180,5289609,848917,338289856
USA,North America,United States,2020-12-31,19577585,208904,352004,3351,5716312,426703,338289856
USA,North America,United States,2021-01-01,19813403,235818,355767,3763,5854174,137862,338289856
USA,North America,United States,2021-01-02,20042895,229492,359521,3754,6123124,268950,338289856
USA,North America,United States,2021-01-03,20271441,228546,362570,3049,6264523,141399,338289856
USA,North America,United States,2021-01-04,20496759,225318,364954,2384,6930229,665706,338289856
USA,North America,United States,2021-01-05,20702217,205458,366998,2044,7771008,840779,338289856
USA,North America,United States,2021-01-06,20876531,174314,369027,2029,8801611,1030603,338289856
USA,North America,United States,2021-01-07,21118972,242441,372523,3496,9979326,1177715,338289856
USA,North America,United States,2021-01-08,21376722,257750,376378,3855,11224067,1244741,338289856
USA,North America,United States,2021-01-09,21646487,269765,380356,3978,11736696,512629,338289856
USA,North America,United States,2021-01-10,21938592,292105,384067,3711,11989784,253088,338289856
USA,North America,United States,2021-01-11,22194886,256294,387478,3411,13068929,1079145,338289856
USA,North America,United States,2021-01-12,22419370,224484,390033,2555,14334853,1265924,338289856
USA,North America,United States,2021-01-13,22623492,204122,392567,2534,15669707,1334854,338289856
USA,North America,United States,2021-01-14,22841268,217776,396167,3600,16995452,1325745,338289856
USA,North America,United States,2021-01-15,23067646,226378,400233,4066,18264041,1268589,338289856
USA,North America,United States,2021-01-16,23291229,223583,403995,3762,18915824,651783,338289856
USA,North America,United States,2021-01-17,23528547,237318,407379,3384,19218336,302512,338289856
USA,North America,United States,2021-01-18,23738058,209511,410928,3549,20110141,891805,338289856
USA,North America,United States,2021-01-19,23924641,186583,413528,2600,21463944,1353803,338289856
USA,North America,United States,2021-01-20,24078846,154205,415778,2250,23079181,1615237,338289856
USA,North America,United States,2021-01-21,24229079,150233,418516,2738,24726816,1647635,338289856
USA,North America,United States,2021-01-22,24417345,188266,422342,3826,26373687,1646871,338289856
USA,North America,United States,2021-01-23,24604989,187644,426195,3853,27287063,913376,338289856
USA,North America,United States,2021-01-24,24794408,189419,429874,3679,27690932,403869,338289856
USA,North America,United States,2021-01-25,24959920,165512,432947,3073,29075771,1384839,338289856
USA,North America,United States,2021-01-26,25101474,141554,435424,2477,30746637,1670866,338289856
USA,North America,United States,2021-01-27,25237065,135591,437461,2037,32684763,1938126,338289856
USA,North America,United States,2021-01-28,25383008,145943,441037,3576,34655252,1970489,338289856
USA,North America,United States,2021-01-29,25541973,158965,444987,3950,36580372,1925120,338289856
USA,North America,United States,2021-01-30,25698795,156822,448857,3870,37602504,1022132,338289856
USA,North America,United States,2021-01-31,25863033,164238,452123,3266,38066296,463792,338289856
USA,North America,United States,2021-02-01,26001856,138823,454950,2827,39485009,1418713,338289856
USA,North America,United States,2021-02-02,26113794,111938,457241,2291,41197818,1712809,338289856
USA,North America,United States,2021-02-03,26242837,129043,459470,2229,43351693,2153875,338289856
USA,North America,United States,2021-02-04,26364167,121330,462417,2947,45708674,2356981,338289856
USA,North America,United States,2021-02-05,26472836,108669,465697,3280,48076553,2367879,338289856
USA,North America,United States,2021-02-06,26595456,122620,468824,3127,49383802,1307249,338289856
USA,North America,United States,2021-02-07,26720283,124827,472223,3399,49827294,443492,338289856
USA,North America,United States,2021-02-08,26830463,110180,475026,2803,51414409,1587115,338289856
USA,North America,United States,2021-02-09,26923394,92931,476797,1771,53396358,1981949,338289856
USA,North America,United States,2021-02-10,27004120,80726,478465,1668,55714633,2318275,338289856
USA,North America,United States,2021-02-11,27095537,91417,480935,2470,58136047,2421414,338289856
USA,North America,United States,2021-02-12,27193876,98339,483748,2813,60741211,2605164,338289856
USA,North America,United States,2021-02-13,27293424,99548,487000,3252,62219717,1478506,338289856
USA,North America,United States,2021-02-14,27390855,97431,492061,5061,62811106,591389,338289856
USA,North America,United States,2021-02-15,27476076,85221,495377,3316,64010045,1198939,338289856
USA,North America,United States,2021-02-16,27543489,67413,496949,1572,65636435,1626390,338289856
USA,North America,United States,2021-02-17,27601555,58066,498336,1387,67610948,1974513,338289856
USA,North America,United States,2021-02-18,27658426,56871,499743,1407,69474219,1863271,338289856
USA,North America,United States,2021-02-19,27722196,63770,501924,2181,71445759,1971540,338289856
USA,North America,United States,2021-02-20,27790764,68568,504171,2247,72757200,1311441,338289856
USA,North America,United States,2021-02-21,27864340,73576,506493,2322,73358924,601724,338289856
USA,North America,United States,2021-02-22,27929850,65510,508332,1839,74828958,1470034,338289856
USA,North America,United States,2021-02-23,27986478,56628,509857,1525,76775442,1946484,338289856
USA,North America,United States,2021-02-24,28042299,55821,511344,1487,79311352,2535910,338289856
USA,North America,United States,2021-02-25,28112461,70162,513062,1718,82257772,2946420,338289856
USA,North America,United States,2021-02-26,28184819,72358,515037,1975,85379828,3122056,338289856
USA,North America,United States,2021-02-27,28256817,71998,517887,2850,87376038,1996210,338289856
USA,North America,United States,2021-02-28,28330091,73274,519853,1966,88232689,856651,338289856
USA,North America,United States,2021-03-01,28398389,68298,521487,1634,90330534,2097845,338289856
USA,North America,United States,2021-03-02,28450959,52570,522513,1026,92805077,2474543,338289856
USA,North America,United States,2021-03-03,28502073,51114,523836,1323,95721666,2916589,338289856
USA,North America,United States,2021-03-04,28555834,53761,524964,1128,98931744,3210078,338289856
USA,North America,United States,2021-03-05,28621877,66043,526860,1896,102173757,3242013,338289856
USA,North America,United States,2021-03-06,28686736,64859,528375,1515,104242436,2068679,338289856
USA,North America,United States,2021-03-07,28750830,64094,530299,1924,105176040,933604,338289856
USA,North America,United States,2021-03-08,28808540,57710,531576,1277,107350219,2174179,338289856
USA,North America,United States,2021-03-09,28852298,43758,532471,895,110074225,2724006,338289856
USA,North America,United States,2021-03-10,28895001,42703,533273,802,113219962,3145737,338289856
USA,North America,United States,2021-03-11,28949089,54088,534474,1201,116688784,3468822,338289856
USA,North America,United States,2021-03-12,29010844,61755,536050,1576,120141884,3453100,338289856
USA,North America,United States,2021-03-13,29070608,59764,537367,1317,122343966,2202082,338289856
USA,North America,United States,2021-03-14,29134830,64222,538858,1491,123329855,985889,338289856
USA,North America,United States,2021-03-15,29187104,52274,539816,958,125612278,2282423,338289856
USA,North America,United States,2021-03-16,29234334,47230,540467,651,128506033,2893755,338289856
USA,North America,United States,2021-03-17,29277866,43532,541160,693,131682691,3176658,338289856
USA,North America,United States,2021-03-18,29329672,51806,542013,853,135084905,3402214,338289856
USA,North America,United States,2021-03-19,29389260,59588,543088,1075,138405274,3320369,338289856
USA,North America,United States,2021-03-20,29452359,63099,544044,956,140570830,2165556,338289856
USA,North America,United States,2021-03-21,29514381,62022,545122,1078,141598741,1027911,338289856
USA,North America,United States,2021-03-22,29572837,58456,545840,718,143955592,2356851,338289856
